Show Code,Date,People,Media Type,Media Code,Media URL,Media Title,Media Description
220,9/22/14,David Greenberg,1,gVGZHzRjvo0,,"""Mesos: The Operating System for your Cluster"" by David Greenberg",
220,9/22/14,Julia Evans,1,0IQlpFWTFbM,,"""You can be a kernel hacker!"" by Julia Evans","Writing operating systems sounds like it's only for wizards, but it turns out that operating systems are written by humans like you and me. I'm going to tell you what a kernel is and why you should care. Then we'll talk about a few concrete ways to get started with kernel hacking, ranging from the super-easy to the terrifyingly difficult. by Julia Evans (@b0rk) - Stripe Julia Evans loves taking apart systems to find how they work, making Serious Computer Programs do silly things, and organizing outreach events to make our developer communities a better place. She works on Stripe's data team."
220,9/22/14,Felienne Hermans,1,0CKru5d4GPk,,"""Spreadsheets for developers"" by Felienne Hermans","Spreadsheets are often dismissed by developers for not being ""proper programming"" but that is not true. Since I have shown that spreadsheets are Turing complete (http://boingboing.net/2013/09/20/implementing-a-turing-machine.html) you have no excuse to diss them any longer. In this session, I will implement various algorithms in Excel to show you its power and elegance. After all, spreadsheets are 'live' and functional, so they have everything going for them. Furthermore they are very fit for TDD and rapid prototyping. Reasons for attending this talk: - Just as leaning a second natural language is healthy for your brain (http://www.huffingtonpost.com/dan-roitman/your-mind-on-language-howb3902184.html) so is leaning multiple programming languages. Thinking about familiar problems like sorting or shortest path in a strange environment like spreadsheet formulas is like a workout for your brain. - Next time you are in need of a quick calculation or prototype, do not have to waste time configuring a server and deploying your code. Surely not for everything, but for some problems, spreadsheets are really suited and this talk will teach you about how to handle those. - Being emerged in the world that many of your colleagues and clients live and breath will make it easier to understand them. ________ Don't fight spreadsheets any longer, but learn to love them. by Felienne Hermans (@felienne) _Felienne is a professor and an entrepreneur in the field of spreadsheets. Her PhD thesis which she defended in early 2013, centers on transferring techniques from software engineering, like testing and refactoring, to the world of spreadsheets. In 2010 Felienne founded Infotron, a start up that uses the algorithms she developed during her PhD project to help companies like KLM and ING bank to improve the quality of their spreadsheets. In her spare time, Felienne volunteers as a referee for the First Lego League, a world wide technology competition for kids."
220,9/22/14,Mark Hibberd,1,JjYAnBhF2JU,,"""Towards ""annex"", a Fact Based Dependency System"" by Mark Hibberd",
220,9/22/14,Aditya Siram,1,lMcRBdSdO_U,,"""Shen: A Sufficiently Advanced Lisp"" by Aditya Siram","Shen is an hosted Lisp that comes with a full-featured macro system, a Prolog, an optional type system more powerful than Haskell's, and does it all in under 5000 lines of code. It has been ported to many platforms including Java, JavaScript and Ruby. In the true Lisp spirit it gives complete freedom to the programmer. And this talk will introduce the language by demoing a complete web-application written in Shen that transitions effortlessly between functional, logic, and imperative styles, seamlessly intermixing macros, statically verified and dynamic code. by Aditya Siram (@deech) I am currently a web developer at Intoximeters, Inc. in St. Louis, Missouri. I do Ruby and JavaScript by day and Haskell and C by candlelight."
220,9/22/14,Cliff Moon,1,X1rWgshr3PY,,"""Ludicrous Speed: Designing For Performance on the JVM"" by Cliff Moon","Over the past 3 years the JVM has largely overtaken C++ as the platform of choice for writing high performance software. The JVM / Java can be found powering HFT systems, low latency distributed databases, and real-time analytics platforms in almost every enterprise. During this talk you will come to understand the Java memory and concurrency models, how they interact with modern architectures, and the implications for how you ought to design your software. I will share my experiences designing, scaling and tuning a massive scale real-time analytics system, both the failures and the successes. by Cliff Moon (@moonpolysoft) - Boundary Cliff Moon is the founder and CTO of Boundary. Cliff has lead the building of Boundary's streaming ______________ analytics technology, which processes over 2 trillion metrics per day. Previously, Cliff was a leading engineer at Powerset, which was acquired by Microsoft. While there, Cliff helped kick off the NoSQL movement with his open source Dynomite project."
220,9/22/14,Brandon Philips,1,HJIjTTHWYnE,,"""etcd: distributed locking and service discovery"" by Brandon Philips",
220,9/22/14,Eric Evans,1,ovMo5pIMj8M,,"""Time Series Data With Apache Cassandra"" by Eric Evans",
220,9/22/14,Stefanie Schirmer,1,anj_-Z2L4J0,,"""Dynamic programming at ease - with Grammars, Algebras, Products"" by Stefanie Schirmer",
220,9/21/14,Kyle Kingsbury,1,QdkS6ZjeR7Q,,"""Jepsen II: Linearizable Boogaloo"" by Kyle Kingsbury","What is ACID anyway, and why is everyone so uptight about it? When can't we have eventual consistency, and what do we sacrifice in exchange for stronger models? I've spent the last year trying to wrap my head around consistency in distributed systems, and testing databases to see how those consistency models play out in practice. In this talk we'll explore linearizability--one of the strongest consistency models for a concurrent system--move from an academic definition to an intuitive understanding, and see the ways in which databases succeed--and fail--to live up to their consistency claims. by Kyle Kingsbury (@aphyr) - Factual Kyle is the author of Riemann, Timelike, Jepsen, Knossos, and a host of other open-source libraries. He works as a backend engineer at Factual."
220,9/21/14,Michael Nygard,1,N5HyVUPuU0E,,"""Simulation Testing"" by Michael Nygard","Testing is not about proving a system is correct. It's a search problem. We look for paths through state space that result in errors. Unit testing explores a tiny subset of possible pathways. Even 100% unit test coverage doesn't guarantee 100% state space coverage. Scripted automated tests are only as rigorous as your most devious testers' imaginations. We can improved our results with controlled randomness. We can simulate inputs to the system under test, using randomness to broaden our search of the state space. At the same time, we control the randomness to ensure our tests are repeatable and that we can verify when bugs are fixed. This talk will introduce the structure of simulation testing as a general technique. We will briefly discuss the Simulant open source framework as an instantiation of these ideas. by Michael Nygard (@mtnygard) - Cognitect Michael Nygard strives to raise the bar and ease the pain for developers around the world. He shares his passion and energy for improvement with everyone he meets, sometimes even with their permission. Living with systems in production taught Michael about the importance of operations and writing production-ready software. Highly-available, highly-scalable commerce systems are his forte. Michael has written and co-authored several books, including ""97 Things Every Software Architect Should Know"" and the best seller ""Release It!"", a book about building software that survives the real world."
220,9/21/14,Aaron Bedra,1,cp-Tr0ixCRM,,"""Deterministic Memory Management for Managed Runtimes"" by Aaron Bedra","Following close on the heels of heartbleed we have seen a resurgence in questioning C as the implementation choice for critical infrastructure. With performance innovations on managed runtimes the option to implement more and more critical pieces in alternative languages is becoming tangible. Of course this brings along with it a different set of problems. To re-write a system like OpenSSL or even just to implement SSL/TLS on top of a managed runtime there are some serious obstacles to overcome. This talk will examine solving the memory management problem present when building cyrptographic systems on top of managed runtimes. It's no secret that key material and other such sensitive data should be able to be properly allocated and erased from memory with certainty. Aaron will detail the problem with a small implementation of a common cryptographic system and demonstrate how the issue surfaces. He will then detail what steps need to be taken to solve this issue and re-examine the suitability of using these platforms for critical infrastructure. by Aaron Bedra (@abedra) Aaron is a Senior Fellow at Groupon. He is the creator of Repsheet, an open source threat intelligence and reputation tool for web applications. Aaron is a co-author of Programming Clojure 2nd Edition and a constant contributor to open source software."
220,9/21/14,Jonas BonŽr,1,U1C5m8b0qg0,,"""The Road to Akka Cluster, and Beyond"" by Jonas BonŽr",
220,9/21/14,Tiark Rompf,1,NTAJNYcsAEE,,"""How types can turn a SQL interpreter into a SQL compiler"" by Tiark Rompf","Commercial and open source database systems consist of millions of lines of highly optimized C code. Yet, their performance on individual queries falls 10x or 100x short of what a hand-written, specialized, implementation of the same query can achieve. In a recent joint project at Oracle Labs and the DATA Lab at EPFL, we have set out to implement a database query engine in Scala. With just about 3000 lines of Scala code, our prototype supports the full TPCH benchmark suite and runs queries several times as fast as highly-tuned commercial systems (> 10x peak speedup). This talk will focus on the key design principle that sets the system apart from other DB engines: where other systems interpret query plans, operator by operator, we generate and compile low-level C code for whole queries using the LMS (Lightweight Modular Staging) framework. _________ In particular, the talk will discuss powerful generative programming patterns such as mixed-stage data structures that contains both static and dynamic parts (e.g. static schema and dynamic values for data records) and staged interpreters which can be mechanically turned into compilers (e.g. for SQL queries or regular expressions). These generative programming techniques provide a high degree of abstraction without performance penalty, and make Scala and LMS a more productive alternative to C for systems-level programming where the last drop of performance matters. by Tiark Rompf (@tiarkrompf) - Oracle Labs Tiark Rompf is a researcher at Oracle Labs. His work focuses on runtime code generation, advanced compiler technology, and associated language support. From 2008 to 2014 he was a member of Martin Odersky's Scala team at EPFL where he developed the LMS compiler framework and made various contributions to the Scala language and toolchain (delimited continuations, efficient immutable data structures, compiler speedups, type system work). He is a regular speaker at conferences."
220,9/21/14,David Renshaw,1,A65w-qoyTYg,,"""Cap'n Proto and Rust: Type Systems for Sharing"" by David Renshaw",
220,9/21/14,Chris Morgan,1,jVoFws7rp88,,"""Fast, secure, safe: the web that can still be"" by Chris Morgan",
220,9/21/14,Ariel Weisberg,1,EmiIUW4splQ,,"""Taming the 9s"" by Ariel Weisberg",
220,9/21/14,Aysylu Greenberg,1,XmImGiVuJno,,"""Benchmarking: You're Doing It Wrong"" by Aysylu Greenberg",
220,9/21/14,Katie Miller,1,uwrCQmpZ8Ts,,"""Coder Decoder: Functional Programmer Lingo Explained, with Pictures"" by Katie Miller","For the uninitiated, a conversation with functional programmers can feel like ground zero of a jargon explosion. This talk will help you to defend against the blah-blah blast by demystifying several terms commonly used by FP fans with bite-sized Haskell examples and friendly pictures. The presentation will also offer a glimpse of how some of these concepts can be applied in a simple Haskell web application. Expect appearances by Curry, Lens, and the infamous M-word, among others. by Katie Miller (@codemiller) Katie Miller, also known as codemiller, is a polyglot programmer with a penchant for Haskell. The former newspaper journalist works as an OpenShift Developer Advocate at Red Hat and co-authored the O'Reilly book Getting Started with OpenShift. Katie co-founded the Lambda Ladies group for women in functional programming and serves as one of the organisers of the Brisbane Functional Programming Group. The Aussie software engineer is passionate about coding, open source, software quality, languages of all kinds, and encouraging more girls and women to pursue careers in technology."
220,9/21/14,Martin Kleppmann,1,fU9hR3kiOK0,,"""Turning the database inside out with Apache Samza"" by Martin Kleppmann",
220,9/21/14,Dann Toliver,1,2XH_q494U3U,,"""Visualizing Persistent Data Structures"" by Dann Toliver",
220,9/21/14,Stephen Asbury,1,JG2ESDGwHHY,,"""The Eight Fallacies of Distributed Computing"" by Stephen Asbury",
220,9/21/14,Heather Miller,1,coX9RKH4rOs,,"""Function Passing Style: Typed, Distributed Functional Programming"" by Heather Miller",
220,9/21/14,Mark Allen,1,jmRE5pXFi04,,"""All of this has happened before, and it will all happen again."" by Mark Allen",
220,9/21/14,Pavol Bielik,1,P4Y_fif_htc,,"""EventRacer: Finding Concurrency Errors in Event-Driven Applications"" by Pavol Bielik","We have recently shown that event-driven applications such as Web pages and Android applications are susceptible to concurrency errors. Perhaps counter-intuitively, these races occur despite the fact that the application often runs in a single thread. Such races are subtle, hard to detect yet may cause serious damage: JavaScript crashes, lost e-mails, broken UIs, broken analytics, etc. In this talk, I propose to discuss EventRacer (http://www.eventracer.org/), a powerful new open-source analysis system developed at the Software Reliability Lab at ETH Zurich, that finds harmful concurrency errors in event-driven applications such as web pages and Android applications. I will illustrate how these concurrency errors can occur in real-world applications as well as the key analysis mechanisms behind EventRacer: a scalable algorithm that uses graph connectivity based on chain decomposition. This algorithm significantly outperforms existing state-of-the-art detectors in both space and time (often by a factor of 100). uncovered races, a special class of races that are not affected by user-written ad-hoc synchronization. Uncovered races are key to reducing the number of false positives reported by the analysis. a practical set of patterns which further allow us to reduce the false positives and make the tool practical. Finally, I will demo the system on real world applications (e.g. Google Maps, open-source Android apps) and discuss various future directions including extending the system, new UI navigation, statistical classification of reports, and others. We believe that EventRacer can be a valuable tool in the life of everyday web and Android developers. by Pavol Bielik - ETH Zurich Pavol Bielik is a PhD student at the Software Reliability Lab at ETH Zurich. He is passionate about mobile technologies and competed at the University Mobile Challenge World Finals hosted at GSMA Mobile World Congress'14. He developed EventRacer for Android - an end-to-end race detection tool for _______ Android applications that discovers concurrency bugs. His interests include program analysis, machine learning and parallel and high performance computing."
220,9/21/14,Ian Davis,1,TihhFQjtiZU,,"""The challenges and benefits of a functional reactive frontend"" by Ian Davis",
220,9/21/14,Bodil Stokke,1,yIlDBPiMb0o,,"""PureScript (Maybe This Time We Get JavaScript Right)"" by Bodil Stokke","The web browser is the world's most ubiquitous user interface. Sadly, this means we're all basically stuck in an abusive relationship with JavaScript. Obviously not a desirable position to find ourselves in, we've tried breaking out of the JS trap in a variety of ways: JS dialects (solving no design flaws but at least looking prettier) and JS as a compilation target (resulting, mostly, in unappealingly large output to support the emulated runtimes). So when I found myself having to build a system with real deliverable size constraints, my only options seemed to be JS itself, or TypeScript, which doesn't add much to JS but at least provides a modicum of type checking. After a few months of fighting TypeScript, though, I'd had enough. Happily, my frustration coincided with the advent of PureScript. At first glance, PureScript looks and feels like Haskell, but there's hardly any extraneous machinery. The PureScript compiler generates very concise JS, and the language itself is designed with the platform's constraints in mind. Yet it offers things like higher kinded polymorphism, type classes and similar deep Haskell magic. More appealingly, it comes with a growing number of libraries for coping with the browser as a platform: functional DOM manipulation, reactive programming, and more. It turned out to be a delight, getting out of my tangled mess of JavaScript and rebuilding it all in PureScript, and I'd like to show you how and why. by Bodil Stokke (@bodil) - Future Ad Labs Bodil is a compulsive conference speaker in the fields of functional programming and internets technologies, and is a co-organiser of multiple developer conferences in Scandinavia and the UK, mostly because she's still learning how to stop. She is a prolific contributor to the Free Software community, and has recently taken up designing new programming languages as a hobby. In her spare time, she works as a developer for Future Ad Labs, a London based startup that wants to make advertising a productive member of society. Her favourite pony is Pinkie Pie."
220,9/21/14,Evan Czaplicki,1,Agu6jipKfYw,,"""Controlling Time and Space: understanding the many formulations of FRP"" by Evan Czaplicki","Functional Reactive Programming (FRP) is becoming an increasingly common way to structure event- driven code, but the term ""FRP"" actually refers to a large body of increasingly diverse work. This talk will quickly cover the basics of FRP, and then go into a couple different formulations of FRP that people are beginning to use. We will explore how these formulations fit together historically and theoretically. Finally, we will see how the particular variation of FRP used in Elm makes it easy to implement hot- swapping and Elm's Time Traveling Debugger. by Evan Czaplicki (@czaplic) - Prezi I am a functional programmer at heart, and my broad goal is to provide the tools and learning resources to make functional languages common in industry. I develop Elm 's compiler, tools, and community to make it great for projects within Prezi and in industry in general."
220,9/21/14,Jessica Kerr,1,yhguOt863nw,,"""Concurrency Options on the JVM"" by Jessica Kerr",
220,9/21/14,Gian Merlino|Fangjin Yang,1,fZGlmVMdKDs,,"""Building Real-time Systems with Open Source Technologies"" by Gian Merlino and Fangjin Yang",
220,9/21/14,Michael Hendricks,1,G_eYTctGZw8,,"""Production Prolog"" by Michael Hendricks",
220,9/21/14,Ryan Brush,1,Z6oVuYmRgkk,,"""Retaking Rules for Developers"" by Ryan Brush",
220,9/21/14,Anne Ogborn,1,JmOHV5IlPyU,,"""Distributed SWI-Prolog Development"" by Anne Ogborn",
220,9/21/14,Richard Feldman,1,WqV5kqaFRDU,,"""Web Apps without Web Servers"" by Richard Feldman",
220,9/21/14,Michelle Brush,1,uEBzS9tpmTo,,"""Practical Fractals in Space"" by Michelle Brush",
220,9/21/14,Julie Lavoie,1,OYZEVDIKN8c,,"""Analyzing Rap Lyrics Using Python"" by Julie Lavoie",
220,9/21/14,Chris Williams,1,9xbrMTieJa0,,"""Democratizing Hardware"" by Chris Williams",
220,9/21/14,Larry Ogrodnek,1,b5xPlZ1XQGg,,"""Building Analog Displays for Your Data"" by Larry Ogrodnek",
220,9/21/14,Sarah Groff Palermo,1,FJpb1j2SWfA,,"""Art.js: Transfigure Data to Create 21st Century Art"" by Sarah Groff Palermo",
220,9/21/14,Attila Szegedi,1,KKaHkkpdHxg,,"""Nashorn: implementing a dynamic language runtime on JVM in 2014"" by Attila Szegedi",
220,9/21/14,Stephen Kell,1,LwicN2u6Dro,,"""Liberating the Smalltalk lurking in C and Unix"" by Stephen Kell",
220,9/20/14,Sam Neubardt,1,-woCYVaMBsg,,"""Highly Concurrent Services with Finagle & Clojure"" Sam Neubardt",
220,9/20/14,David McNeil,1,oPv-TY_XQ60,,"""A core.async Debugging Toolkit"" by David McNeil",
220,9/20/14,Rob Lyndon,1,_IFJ4eCBvRo,,"""Vulpes: A functional approach to deep machine learning on the GPU"" by Rob Lyndon",
220,9/20/14,Jamison Dance,1,QAwbjMdXj-Y,,"""DOMStep: Audio Synthesis, AI and a JavaScript Dance Party"" by Jamison Dance",
220,9/20/14,Jason Hemann|Daniel Friedman,1,RG9fBbQrVOM,,"""Write the Other Half of Your Program"" by Jason Hemann and Daniel Friedman","""Write the Other Half of Your Program: From Functional to Logic Programming"" by Jason Hemann and Daniel Friedman"
220,9/20/14,Peter Bourgon,1,em9zLzM8O7c,,"""Consistency without consensus in production systems"" by Peter Bourgon",
220,9/20/14,Ambrose Bonnaire Sergeant,1,a0gT0syAXsY,,"""Typed Clojure in Practice"" by Ambrose Bonnaire Sergeant","Typed Clojure is an optional type system for Clojure. Typed Clojure is being used in production systems to help programmers verify, document and design correct Clojure code. In this talk, we introduce the goals of Typed Clojure and discuss how effectively Typed Clojure works in practice. We give an overview of the kinds of problems being solved today with Typed Clojure, and where your Clojure projects might benefit from a type system like it. by Ambrose Bonnaire-Sergeant (@ambrosebs) Ambrose is the creator of Typed Clojure."
220,9/20/14,Brian McKenna,1,4i7KrG1Afbk,,"""Idris: Practical Dependent Types with Practical Examples"" by Brian McKenna","Dependent types turn types into a first-class language construct and allows types to be predicated upon values. Allowing types to be controlled by ordinary values allows us to prove many more properties about our programs and enables some interesting forms of metaprogramming. We can do interesting things like write a type-safe printf or verify algebraic laws of data structures - but while dependent types are quickly gaining in popularity, it can be tricky to find examples which are both useful and introductory. This talk will demonstrate some practical dependent typing examples (and not sized vectors) using Idris, a language designed for writing executable programs, rather than just proving theorems. by Brian McKenna (@puf nfresh) Brian McKenna is a small contributor to the Idris and PureScript languages. He also makes video tutorials on writing programs in Idris so that others can get started with dependent types. Brian works professionally as a functional programmer at a startup, using tools such as Scala and Haskell to create products for utility companies."
220,9/20/14,Paul Snively|Amanda Laucher,1,SWTWkYbcWU0,,"""Type Systems - The Good, Bad and Ugly"" by Paul Snively and Amanda Laucher",
220,9/20/14,Leo Meyerovich,1,M4Gsl8sVgdQ,,"""The Sociology of Programming Languages"" by Leo Meyerovich",
220,9/20/14,Will Wilson,1,4fFDFbi3toc,,"""Testing Distributed Systems w/ Deterministic Simulation"" by Will Wilson",
220,9/20/14,Michal Ptaszek,1,_jsMpmWaq7I,,"""Scaling League of Legends Chat to 70 million Players"" by Michal Ptaszek",
220,9/20/14,Pete Hunt,1,IVvHPPcl2TM,,"""React: RESTful UI Rendering"" by Pete Hunt",React is a new a conceptual model for rendering user interfaces in a functional style. In this talk I'll look at how both the user-facing and implementation specifics resemble RESTful architectures and some interesting patterns and properties that fall out of this. by Pete Hunt (@floydophone) Pete works on Facebook's React team and manages the Instagram.com web team.
