Show,Date,Person,Media Type,Media Value,,Title,,,,,,,,,,,,,,,,,,,,,
200,2/19/15,John Lennox,1,Bt2d595XhvY,,WHY GOD? Do we need God in the Good Times? Can we trust God in the Hard Times?,,,,,,,,,,,,,,,,,,,,,
200,2/19/15,Kyle Westaway|Keith Leavitt,1,5BwWlHVFscU,,Success or Significance: Can you have both? A Christian Entrepreneur and Agnostic Professor Discuss,,,,,,,,,,,,,,,,,,,,,
200,2/18/15,James Tour,1,CB3ZmLatcUI,,Does Science Make Faith Obsolete?,,,,,,,,,,,,,,,,,,,,,
200,2/15/15,Hans Halvorson|David Rand,1,3LcxTjreiZI,,Does Science Point to Atheism?,,,,,,,,,,,,,,,,,,,,,
200,2/12/15,Francis Su|Kenneth Brown,1,8_zPpJL6dak,,"Nurturing the Yawp: An Atheist and a Christian discuss Education, Achievement and the Point of Learning",,,,,,,,,,,,,,,,,,,,,
200,2/11/15,John Dickson,1,XZgeYgkd9v8,,Is Jesus History?,,,,,,,,,,,,,,,,,,,,,
200,2/4/15,Charmaine Royal|Christopher Clark,1,zQ4DcHoJMRE,,"Race, Faith and Ferguson: A geneticist, a philosopher, and a political scientist discuss",,,,,,,,,,,,,,,,,,,,,
200,2/2/15,Jonathan Feng|Michael Dennin,1,OOqndY8RWbM,,Does Science point toward atheism? A physicist shares professional and personal perspectives,,,,,,,,,,,,,,,,,,,,,
200,1/28/15,John Lennox,1,-5tBqtQ2dPM,,Pain: Illusion or Truth?,,,,,,,,,,,,,,,,,,,,,
200,1/27/15,William Tate|Jody David Armour,1,if6l7HK0npk,,"Neighbors: A Campus Conversation on Race, Empathy, and Faith",,,,,,,,,,,,,,,,,,,,,
200,1/26/15,John Lennox,1,aUbt2VTcZPI,,Did Science Kill God?,,,,,,,,,,,,,,,,,,,,,
200,12/4/14,N.T. Wright|Molly Worthen,1,WCgOcidksjo,,The Bible - Who Cares? Molly Worthen asks NT Wright questions about scripture and culture,,,,,,,,,,,,,,,,,,,,,
200,11/12/14,N.T. Wright|Shelly Kagan,1,c4uEEpd3vEc,,Living Well in the Light of Death: Two views on life before (and after?) the inevitable,,,,,,,,,,,,,,,,,,,,,
200,11/12/14,S. Joshua Swamidass|Jeffrey P. Schloss,1,Bz2j-TLu-fo,,"Is Science Enough? Faith, Facts, and Fundamental Truths",,,,,,,,,,,,,,,,,,,,,
200,11/12/14,Praveen Sethupathy|Roald Hoffmann,1,KGDi3C2mA1Y,,"Genes, Atoms or Something Else? An Atheist Chemist & Christian Geneticist Discuss",,,,,,,,,,,,,,,,,,,,,
200,11/12/14,N.T. Wright,1,kjdLatKLo1k,,Good God? A conversation with Professor N.T. Wright about reconciling a good God with a world filled with suffering,,,,,,,,,,,,,,,,,,,,,
200,11/11/14,Satyan Devadoss|Stuart Firestein,1,wK6dslXuHHw,,"Science, Ignorance, and the Pursuit of Meaning",,,,,,,,,,,,,,,,,,,,,
200,11/5/14,Cullen Buie,1,_-2_E0jHeBM,,"What Is Your Faith In? An MIT Professor Reflects on God, Science and Self",,,,,,,,,,,,,,,,,,,,,
200,11/4/14,Warren Kinghorn|Kelly Crace,1,zxb499_6Dl0,,In the Valley of the Shadow - Caring for Anxiety and Depression,,,,,,,,,,,,,,,,,,,,,
200,11/4/14,David Skeel|Seth Freeman,1,7_xm3QcqfLw,,Truth and Tolerance: Navigating Belief and Intellectual Integrity in a Pluralistic World,,,,,,,,,,,,,,,,,,,,,
200,10/28/14,Troy Van Voorhis|Colin Allen,1,wqFEetBn3VM,,Is Faith in God Reasonable?,,,,,,,,,,,,,,,,,,,,,
200,10/22/14,David Skeel|Rogers Smith|Robert Ghrist,1,q0nuapAuArs,,Is Justice Possible?,,,,,,,,,,,,,,,,,,,,,
200,10/6/14,Terence Cuneo|Jon Garthoff,1,sw2XF2bhTIU,,Is Morality Real?,,,,,,,,,,,,,,,,,,,,,
200,10/3/14,John Lennox|Michael Balboni,1,MPm6Y-pANYI,,The Loud Absence: Where is God in Suffering?,,,,,,,,,,,,,,,,,,,,,
200,10/1/14,John Lennox|Michael Ashooh,1,UiAzyvHEi_Y,,Can There Be Morality Without God? A conversation between a Christian and a Pragmatic Atheist,,,,,,,,,,,,,,,,,,,,,
200,9/30/14,John Lennox|Peter Ulric Tse,1,Rl-fWbrOqEM,,Making Sense of the Universe,,,,,,,,,,,,,,,,,,,,,
200,9/11/14,David Skeel|Brian Leiter,1,8d5dtDm7sCA,,Why Tolerate Religion? Two legal scholars discuss the special protection of religion,,,,,,,,,,,,,,,,,,,,,
200,4/24/14,Satyan Devadoss,1,sdNa0u5ckWI,,What is the Hope for Humanity? A discussion with Peter Thiel & N.T. Wright,,,,,,,,,,,,,,,,,,,,,
200,4/15/14,Hans Halvorson|Matthew Stanley,1,JDyld5CjbBY,,Can Science and Faith Coexist?,,,,,,,,,,,,,,,,,,,,,
200,4/14/14,David Skeel|Eugene Volokh,1,4gc80H7GMxw,,"Faith, Justice, and the Human Experience: Two Professors Discuss Life's Deepest Questions",,,,,,,,,,,,,,,,,,,,,
200,4/14/14,Satyan Devadoss|Carl Hoeger,1,uWuMyypA1_Q,,"God, Science and the Nature of Reality: A Mathematician and Chemist Discuss",,,,,,,,,,,,,,,,,,,,,
200,4/10/14,Michael Rea|Michael Myers,1,z5VjtBTDbXE,,Making Sense of Suffering: The Existence of Evil and the Human Journey,,,,,,,,,,,,,,,,,,,,,
200,4/9/14,Michael Rea|Michael Myers,1,Yl0xi7Jprks,,Making Sense of Suffering: The Existence of Evil and the Human Journey,,,,,,,,,,,,,,,,,,,,,
200,4/8/14,Satyan Devadoss|Morton Schapiro|Axel Mueller,1,Mcg1dwntoG0,,Whatsoever things are true: What is the role of Faith at a Secular University?,,,,,,,,,,,,,,,,,,,,,
200,4/7/14,Satyan Devadoss|Robert Richards,1,duWoLzoFePE,,"Knowledge Beyond Science? God, Reason & the Quest for Meaning",,,,,,,,,,,,,,,,,,,,,
200,4/2/14,John Lennox,1,Jzdi1mZ0FHc,,Does Morality Need God?,,,,,,,,,,,,,,,,,,,,,
200,3/31/14,John Lennox,1,RTOfsKEO2dY,,A Convergent Dichotomy: An Oxford Mathematician on the Axioms & Implications of Science,,,,,,,,,,,,,,,,,,,,,
200,3/31/14,David Skeel,1,KJhikfsDXJ4,,The Justice Paradox,,,,,,,,,,,,,,,,,,,,,
200,3/18/14,N. T. Wright|Daniel Bonevac,1,w1wqG2PbwNQ,,"The Bible: Gospel, Guide, or Garbage",,,,,,,,,,,,,,,,,,,,,
200,3/17/14,Ian Hutchinson,1,um3aBpaMxYA,,Science & Faith: Friends or Foes? An MIT Professor answers questions on science & faith,,,,,,,,,,,,,,,,,,,,,
200,3/13/14,Satyan Devadoss,1,RNg-AiUPrTQ,,"God, Science, and the Nature of Reality",,,,,,,,,,,,,,,,,,,,,
200,3/7/14,George Varghese|Hari Balakrishnan,1,Vy58dbyKc84,,"What Drives You? Two entrepreneurial academics discuss purpose, success, and navigating the jungle gym of life",,,,,,,,,,,,,,,,,,,,,
200,2/27/14,Jeffrey P. Schloss|Andrew Kramer,1,whYqOOtOd3w,,"The Believing Neanderthal: A Conversation on Evolution, Faith and Human Uniqueness",,,,,,,,,,,,,,,,,,,,,
200,2/26/14,Praveen Sethupathy,1,Xmxc6NvC6YI,,"Am I More Than My Genes? A Scientist Explores Faith, Genetics and the Search for Identity",,,,,,,,,,,,,,,,,,,,,
200,2/20/14,Satyan Devadoss|Dagan Karp,1,fOuXVkS8zrA,,"God, Math, and the Nature of Reality: Two Professors Discuss Life's Biggest Questions",,,,,,,,,,,,,,,,,,,,,
200,2/20/14,Cullen Buie,1,IMYMVqu4Ri4,,"What do you believe in? An MIT professor reflects on God, science, and self",,,,,,,,,,,,,,,,,,,,,
200,2/17/14,Os Guinness,1,lHfagr1wyXw,,Religious Freedom for All: Living Together with our Deepest Differences,,,,,,,,,,,,,,,,,,,,,
200,2/13/14,Dr Donald Hay|Prof Simon Deakin,1,8fOplhIbyTE,,Values for Money: morality and financial markets after the crisis from secular and Christian perspectives,,,,,,,,,,,,,,,,,,,,,
200,2/12/14,William Tate|Christopher R. Larrison,1,vbTsgwxQlgI,,Should I Care? Perspectives on Justice and Society,,,,,,,,,,,,,,,,,,,,,
200,2/11/14,Greg Ganssle,1,Dmf9LFBwgjA,,"Faith, Reason, and the Knowledge of God",,,,,,,,,,,,,,,,,,,,,
200,2/6/14,Cullen Buie|Dylan Dodd,1,kdOUPIVc0AY,,"What is your faith in? A UAA Professor Questions an MIT Professor on God, Science, and Self",,,,,,,,,,,,,,,,,,,,,
200,2/5/14,Hans Halvorson,1,L8TdGsSdCxs,,Can Faith and Science Coexist? A Princeton Professor discusses physics and philosophy,,,,,,,,,,,,,,,,,,,,,
200,1/30/14,John Lennox,1,zbTrKCtOWkg,,Can Religion and Science Coexist?,,,,,,,,,,,,,,,,,,,,,
200,1/29/14,Satyan Devadoss|Nicholas P. Warner,1,xlJuTO6-Nxc,,"Magical Thinking? An Atheist physicist and Christian mathematician discuss God, science, and humanity",,,,,,,,,,,,,,,,,,,,,
200,1/29/14,Troy Van Voorhis,1,zdVEkhwCU_o,,Walking Through the Lab Door: Does Worldview Matter for a Scientist? (or any of us?),,,,,,,,,,,,,,,,,,,,,
200,1/29/14,Rosalind Picard|Michael Gustafson,1,Qvc0K8SD9sU,,"Are We Merely Machines? An MIT Professor's Look at Humanity, Technology, and God",,,,,,,,,,,,,,,,,,,,,
200,1/29/14,Mia Chung|The Excelano Project|Herman Beavers|Jim Sykes,1,E-oCGleP6fk,,"(Re) Sounding Truth: An Evening of Music, Poetry, and Conversation on Suffering and Transcendence",,,,,,,,,,,,,,,,,,,,,
200,1/23/14,Holly Burkhalter,1,lkSWKKYQka8,,Religious Aftermath: Where is God in a Broken and Unjust World?,,,,,,,,,,,,,,,,,,,,,
200,1/23/14,Satyan Devadoss|Peter Schwartz,1,RxYuoTuEhj4,,"Discovering Humanity in Academia: A Christian and an Atheist Discuss Science, Faith, and Altruism",,,,,,,,,,,,,,,,,,,,,
200,1/23/14,Tim Day,1,6E5_HdUX9y8,,Is Spirituality Meaningful? Life Stories and the Quest for Purpose,,,,,,,,,,,,,,,,,,,,,
200,1/23/14,Hans Halvorson|Sean Carroll,1,H864JH1tPYU,,(Meta)Physics: An atheist and a Christian discuss physics and philosophy,,,,,,,,,,,,,,,,,,,,,
200,1/23/14,Kirk Durston|Shabir Ally|Douglas Cowan,1,DerT4PIs1l0,,Is Religion Dangerous?,,,,,,,,,,,,,,,,,,,,,
200,1/22/14,Kirk Durston|Shabir Ally,1,xKMeJkLQntM,,Is Religion Dangerous?,,,,,,,,,,,,,,,,,,,,,
200,1/22/14,Joe Boot,1,n7Of_VYF_GA,,What Evidence is there?,,,,,,,,,,,,,,,,,,,,,
200,1/21/14,Stefan Sciaraffa|Kirk Durston,1,cHhFtQoiO-s,,Is Religion Dangerous?,,,,,,,,,,,,,,,,,,,,,
200,1/21/14,Joe Boot,1,aUQNBRwKbhg,,Who is Jesus?,,,,,,,,,,,,,,,,,,,,,
200,11/21/13,Ravi Zacharias|Vince Vitale,1,ahslRXMfp88,,The Problem of Suffering and the Goodness of God,,,,,,,,,,,,,,,,,,,,,
200,11/20/13,Ravi Zacharias|Vince Vitale,1,t7-gP1gC8gM,,The Problem of Suffering and the Goodness of God,,,,,,,,,,,,,,,,,,,,,
200,11/20/13,Ravi Zacharias,4,http://www.veritas.org/talks/problem-suffering-and-goodness-god/?view=all-talks&ccm_paging_p=6,,The Problem of Suffering and the Goodness of God,,,,,,,,,,,,,,,,,,,,,
200,11/18/13,N. T. Wright,4,http://www.veritas.org/talks/searching-historical-jesus-prolific-new-testament-scholar-engages-princetons-hardest-questions/?view=all-talks&ccm_paging_p=6,,Searching for the Historical Jesus: Prolific New Testament scholar engages Princeton's hardest questions,,,,,,,,,,,,,,,,,,,,,
200,11/15/13,N. T. Wright|Sean Kelly,1,CTpgvI_vUjc,,"The Bible: Gospel, Guide, or Garbage?",,,,,,,,,,,,,,,,,,,,,
200,11/15/13,Rosalind Picard|Joshua Knobe,1,aBA95x-iE5g,,"What Makes Us Human? An MIT Computer Scientist and a Yale Experimental Philosopher Discuss discuss Religion, Robotics, and Consciousness.",,,,,,,,,,,,,,,,,,,,,
200,11/15/13,John Lennox,1,_vEtDrHNdUs,,Reason in a Place of Pain: The compatibility of faith and reason in light of suffering,,,,,,,,,,,,,,,,,,,,,
200,11/14/13,John Lennox|John Ciorciari,1,UnzKNvZUu-c,,"Does Science Need God? An Oxford Professor says, ""Yes""",,,,,,,,,,,,,,,,,,,,,
200,11/14/13,Nigel Biggar|Rt Hon Clare Short,1,RCcBmC9lRvY,,Conflict - A Moral Imperative? Just War and Humanitarian Intervention,,,,,,,,,,,,,,,,,,,,,
200,11/14/13,John Lennox,4,http://www.veritas.org/talks/university-michigan/?view=all-talks&ccm_paging_p=7,,University of Michigan,,,,,,,,,,,,,,,,,,,,,
200,11/13/13,John Lennox|Michael Tooley,1,bO6TPRblE3U,,Atheism and Christianity: A conversation between an Oxford scholar and a CU professor,,,,,,,,,,,,,,,,,,,,,
200,11/13/13,John Lennox,4,http://www.veritas.org/talks/university-colorado/?view=all-talks&ccm_paging_p=7,,University of Colorado,,,,,,,,,,,,,,,,,,,,,
200,11/12/13,John Lennox|Margaret Battin,1,g0mcdgPDC9k,,The Loud Absence: Where is God in Suffering?,,,,,,,,,,,,,,,,,,,,,
200,11/12/13,John Lennox,4,http://www.veritas.org/talks/university-utah/?view=all-talks&ccm_paging_p=7,,University of Utah,,,,,,,,,,,,,,,,,,,,,
200,11/11/13,John Lennox|Michael Shermer,1,A3TAiZRKr50,,The Nature of Evil and Suffering,,,,,,,,,,,,,,,,,,,,,
200,11/5/13,Praveen Sethupathy,1,NZQyngLMLG0,,"Am I More than my Genes? A Scientist Explores Faith, Genetics, and the Search for Identity",,,,,,,,,,,,,,,,,,,,,
200,11/5/13,Mary Poplin,1,5gUogbTKbVg,,Ignorance Isn't Bliss: What Every College Student Should Know About Religion,,,,,,,,,,,,,,,,,,,,,
200,11/4/13,Mary Poplin,1,gNIS99b6YBk?hl=en&fs=1,,Ignorance ISN'T Bliss: What Every College Student Should Know About Religion and Doesn't,,,,,,,,,,,,,,,,,,,,,
200,11/1/13,Dan Blazer|Nii Addy,1,qdT9_7WhhyQ,,Making Sense of Mental Health: An Exploration of the Physical and Spiritual Sides of Addiction and Depression,,,,,,,,,,,,,,,,,,,,,
200,10/21/13,David Skeel|Syed Rizwan Zamir,1,PH_IvF4xwOs,,Can We Coexist? A Christian professor and a Muslim professor discuss tolerance and truth,,,,,,,,,,,,,,,,,,,,,
200,10/10/13,Ravi Zacharias,1,Bj3G3sFEwoQ,,Tolerance Under Fire: Building a Community on Respect - Not Double Standards,,,,,,,,,,,,,,,,,,,,,
200,10/9/13,Ravi Zacharias|Nabeel Qureshi,1,vWoxkPMOkow,,Christianity in the Public Square for the Public Good,,,,,,,,,,,,,,,,,,,,,
200,10/8/13,Bob Doll,1,N3rcycFnDIk,,More Than Money - How Does Spending Transform Us?,,,,,,,,,,,,,,,,,,,,,
200,10/4/13,Marla Frederick,4,http://www.veritas.org/talks/advice-young-christian-academics1/?view=all-talks&ccm_paging_p=8,,Advice for Young Christian Academics,,,,,,,,,,,,,,,,,,,,,
200,10/3/13,Marla Frederick|Mark Hulsether,1,9CbqmxocBmg,,"We've Come This Far By Faith: Church, Action and Justice in American Life",,,,,,,,,,,,,,,,,,,,,
200,10/3/13,Marla Frederick|Mark Hulsether,4,http://www.veritas.org/talks/weve-come-far-faith-faith-action-and-justice-black-america/?view=all-talks&ccm_paging_p=8,,"We’ve Come This Far By Faith: Faith, Action, and Justice in Black America",,,,,,,,,,,,,,,,,,,,,
200,9/26/13,Stuart McAllister,4,http://www.veritas.org/talks/life-worth-living/?view=all-talks&ccm_paging_p=8,,A Life Worth Living,,,,,,,,,,,,,,,,,,,,,
200,9/24/13,Peter J. Williams,1,zTtdBpMMAFM,,The Gospels: Fact or Fiction?,,,,,,,,,,,,,,,,,,,,,
200,5/9/13,David Skeel|David Blanchflower,4,http://www.veritas.org/talks/questioning-bottom-line-blanchflower-and-skeel-explore-what-counts-most-towards-rich-life/?view=all-talks&ccm_paging_p=8,,Questioning the Bottom Line: Blanchflower and Skeel explore what counts most towards the rich life,,,,,,,,,,,,,,,,,,,,,
200,5/2/13,David Skeel|Saul Levmore,1,FgHPKJi2NR4,,Does Truth Exclude Tolerance? Two law scholars discuss.,,,,,,,,,,,,,,,,,,,,,
200,4/23/13,Troy Van Voorhis,1,j4tIkrs8oBU,,Truth: Science? Faith? Both? Or neither? An Open Forum Where Cooper Asks Big Questions,,,,,,,,,,,,,,,,,,,,,
200,4/20/13,Charles Lee|Robert H. Frank,1,FH-d3HeNVgc,,You Are NOT Your Resume,,,,,,,,,,,,,,,,,,,,,
200,4/18/13,Brandon Dixon|Vincent Mooney|Adjo Amekuzi|Rudolph L. Gleason|Ruth Uwaifo Oyelere|David Sherrill,4,http://www.veritas.org/talks/professors/?view=all-talks&ccm_paging_p=8,,The [Profess]ors,,,,,,,,,,,,,,,,,,,,,
200,4/17/13,Peter J. Williams|Bruce Zuckerman,1,U47TTG4JiEc,,The Story of Jesus: History or Hoax? A USC professor questions a Cambridge scholar on new evidence,,,,,,,,,,,,,,,,,,,,,
200,4/16/13,Cullen Buie,4,http://www.veritas.org/talks/faith-and-science-conflict-or-partnership-personal-story/?view=all-talks&ccm_paging_p=8,,Faith and Science: Conflict or Partnership? A personal story.,,,,,,,,,,,,,,,,,,,,,
200,4/16/13,Ian Hutchinson,1,YvTPDRDCZLU,,The Scientism Delusion,,,,,,,,,,,,,,,,,,,,,
200,4/16/13,David Skeel|Hans Oberdiek,1,QdteFOP3QBE,,Belief & Knowledge: Why do we believe what we believe?,,,,,,,,,,,,,,,,,,,,,
200,4/15/13,Dean Zimmerman|Gideon Rosen,1,BMIeqg-uQbI,,(Un)reasonable? Professors of Philosophy Discuss Faith and Reason,,,,,,,,,,,,,,,,,,,,,
200,4/15/13,Ian Hutchinson,1,Yla9Mhrs8ew,,Complements or Contradictions: Faith and Science According to an MIT Physicist,,,,,,,,,,,,,,,,,,,,,
200,4/15/13,Paul L. Maier,1,XAN3kQHTKWI,,The Real Jesus: New Evidence from History and Archeology,,,,,,,,,,,,,,,,,,,,,
200,4/13/13,Norman Wirzba,4,http://www.veritas.org/talks/faith-food-farming/?view=all-talks&ccm_paging_p=9,,"Faith, Food & Farming",,,,,,,,,,,,,,,,,,,,,
200,4/11/13,Timothy O'Connor,1,fOMStFvohV4,,Faith and Reason: Friends or Foes?,,,,,,,,,,,,,,,,,,,,,
200,4/10/13,Timothy O'Connor,1,Yx4bXFQAfmY,,Faith and Reason: Friends or Foes?,,,,,,,,,,,,,,,,,,,,,
200,4/7/13,Michael Covington|Edward Halper|Haider Bhuiyan|Raymond Woller,4,http://www.veritas.org/talks/does-religion-make-difference-academic-life-jewish-christian-muslim-and-atheist-perspectives/?view=all-talks&ccm_paging_p=9,,"Does Religion Make A Difference In Academic Life? Jewish, Christian, Muslim, and Atheist Perspectives",,,,,,,,,,,,,,,,,,,,,
200,4/5/13,Serrin Foster,4,http://www.veritas.org/talks/feminist-case-against-abortion/?view=all-talks&ccm_paging_p=9,,The Feminist Case Against Abortion,,,,,,,,,,,,,,,,,,,,,
200,4/5/13,Shane Claiborne,1,K_BekTMksCc,,Rich Christians on a Poor Planet,,,,,,,,,,,,,,,,,,,,,
200,4/4/13,Joan Centrella,4,http://www.veritas.org/talks/when-worlds-collide-science-christianity-and-women/?view=all-talks&ccm_paging_p=9,,"When Worlds Collide: Science, Christianity, and Women",,,,,,,,,,,,,,,,,,,,,
200,4/4/13,Os Guinness,4,http://www.veritas.org/talks/journey-thinking-persons-quest-meaning4/?view=all-talks&ccm_paging_p=9,,The Journey: A Thinking Person's Quest for Meaning,,,,,,,,,,,,,,,,,,,,,
200,4/4/13,Cullen Buie,1,z-PEJC4Izu0,,"What is your Faith in? An MIT professor reflects on God, Science, and Self",,,,,,,,,,,,,,,,,,,,,
200,4/3/13,Mia Chung,1,VwiIMmngxFg,,"Beethoven, God & the Pressure to Perform: A Curtis Professor Shares Her Spiritual Journey",,,,,,,,,,,,,,,,,,,,,
200,4/2/13,Stephen Carter,1,e8z3hdvSQ3s,,"Secularism: Columbia's Religion? Unpacking Core Assumptions About God, Truth & Intellectual Diversity in the Academy",,,,,,,,,,,,,,,,,,,,,
200,4/2/13,Stephen Carter,4,http://www.veritas.org/talks/secularism-columbias-religion-unpacking-core-assumptions-about-god-truth-intellectual-diversity-academy/?view=all-talks&ccm_paging_p=9,,"Secularism: Columbia's Religion? Unpacking Core Assumptions About God, Truth & Intellectual Diversity in the Academy",,,,,,,,,,,,,,,,,,,,,
200,4/1/13,John DiIulio,4,http://www.veritas.org/talks/putting-faith-social-justice/?view=all-talks&ccm_paging_p=9,,Putting Faith in Social Justice,,,,,,,,,,,,,,,,,,,,,
200,3/30/13,Troy Van Voorhis|Andy Norman|Brian Junker,4,http://www.veritas.org/talks/faith-and-science-friends-or-foes-humanist-christian-and-unitarian-professors-discuss-science-and-belief/?view=all-talks&ccm_paging_p=9,,"Faith and Science: Friends or Foes? Humanist, Christian and Unitarian Professors Discuss Science and Belief",,,,,,,,,,,,,,,,,,,,,
200,3/28/13,Satyan Devadoss|Deen Chatterjee,1,VHBvY7sic54,,"Truth, Reality, God: How do we know?",,,,,,,,,,,,,,,,,,,,,
200,3/27/13,Satyan Devadoss|Kevin Scharp,1,z5oO2Y4h_8Y,,"What is the Meaning of Life? Two Professors Discuss God, Science, and the Nature of Reality",,,,,,,,,,,,,,,,,,,,,
200,3/21/13,William Lane Craig,1,VHgCv9brkmU,,"Faith, Science & Philosophy: an interview with William Lane Craig",,,,,,,,,,,,,,,,,,,,,
200,3/19/13,Michael Balboni|Tyler VanderWeele,1,Fh73NQfW-Ak,,"Faith and Biomedicine in Dialogue: Faith Informs Practice, Science Examines Faith",,,,,,,,,,,,,,,,,,,,,
200,3/13/13,Rosalind Picard|James Kodera,4,http://www.veritas.org/talks/can-robots-have-souls/?view=all-talks&ccm_paging_p=10,,Can Robots Have Souls?,,,,,,,,,,,,,,,,,,,,,
200,3/9/13,Rosalind Picard|George Barbastathis|Jose Gomez-Marquez|Susan S. Silbey,1,4Bx7SUYU6Rk?hl=en&fs=1,,Will Technology Save the World?,,,,,,,,,,,,,,,,,,,,,
200,3/8/13,Marianne Meye Thompson|Jeffrey Kripal,1,Q9zq2YJ1zEk?rel=0,,Do We See Him Clearly?,,,,,,,,,,,,,,,,,,,,,
200,3/8/13,Ard Louis|Max Tegmark,4,http://www.veritas.org/talks/elegant-universe/?view=all-talks&ccm_paging_p=10,,This Elegant Universe,,,,,,,,,,,,,,,,,,,,,
200,3/8/13,Troy Van Voorhis,4,http://www.veritas.org/talks/why-science-isnt-enough1/?view=all-talks&ccm_paging_p=10,,Why Science Isn't Enough,,,,,,,,,,,,,,,,,,,,,
200,3/8/13,Vinoth Ramachandra|Nathaniel Berman,4,http://www.veritas.org/talks/when-tolerance-not-enough/?view=all-talks&ccm_paging_p=10,,When Tolerance is Not Enough,,,,,,,,,,,,,,,,,,,,,
200,3/7/13,Neal Baer|John Shepherd,1,hchxgM-RyQA?hl=en&fs=1,,Stories: Finding Meaning,,,,,,,,,,,,,,,,,,,,,
200,3/7/13,Vinoth Ramachandra|Victor Kazanjian,4,http://www.veritas.org/talks/justice-blind/?view=all-talks&ccm_paging_p=10,,Is Justice Blind?,,,,,,,,,,,,,,,,,,,,,
200,3/7/13,Timothy J. Keller,4,http://www.veritas.org/talks/reason-god-belief-age-skepticism/?view=all-talks&ccm_paging_p=10,,The Reason for God: Belief in an age of Skepticism,,,,,,,,,,,,,,,,,,,,,
200,3/6/13,Daniel Hastings|Joan Centrella,4,http://www.veritas.org/talks/faith-and-science-compatible-or-conflict/?view=all-talks&ccm_paging_p=10,,Faith and Science - Compatible or in Conflict?,,,,,,,,,,,,,,,,,,,,,
200,3/5/13,Alvin Plantinga|Daniel Greco,1,7Sp7U9Es3yw,,God = ? NYU Questions World-class Philosopher on Science & Religion,,,,,,,,,,,,,,,,,,,,,
